Name,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%
Alex Tuch,27,1,22,8,9,17,26,-4,1174,900,179,94,7,1,0,3,0,7,2,0,1,0,14,3,0,4,0,17.6,1.115,1.254,2.369,1.272,1.272,2.545,0.913,1.826,2.739,0.364,0.409,0.773,59,13.6,12,25,3,4,42.86
Elias Lindholm,29,1,24,7,10,17,6,-1,1260,905,208,145,5,1,1,2,0,7,2,1,1,0,12,3,2,3,0,17.6,0.833,1.190,2.023,0.828,1.159,1.987,0.718,1.437,2.155,0.292,0.417,0.708,64,10.9,19,15,263,224,54.00
Claude Giroux,35,1,19,6,11,17,10,4,1186,903,215,67,5,1,0,0,0,8,3,0,0,0,13,4,0,0,0,23.5,0.958,1.756,2.714,1.049,1.678,2.727,0.878,2.635,3.513,0.316,0.579,0.895,48,12.5,10,8,181,119,60.33
Matt Duchene,32,1,21,6,11,17,6,8,996,856,114,25,5,1,0,3,1,8,3,0,3,0,13,4,0,6,1,23.5,1.032,1.892,2.924,1.000,1.600,2.601,1.496,4.487,5.983,0.286,0.524,0.810,47,12.8,11,14,83,64,56.46
Martin Necas,24,1,23,6,11,17,8,-8,1065,875,186,3,5,1,0,2,2,8,3,0,3,1,13,4,0,5,3,23.5,0.881,1.616,2.498,0.894,1.431,2.325,0.840,2.519,3.358,0.261,0.478,0.739,55,10.9,19,9,27,48,36.00
Jamie Benn,34,1,22,5,12,17,17,4,910,684,138,87,4,0,1,0,0,7,4,1,1,0,11,4,2,1,0,23.5,0.899,2.157,3.055,0.956,1.673,2.629,0.000,4.718,4.718,0.227,0.545,0.773,35,14.3,19,18,115,86,57.21
Roman Josi,33,0,24,5,12,17,16,-2,1486,1169,282,35,2,3,0,1,1,7,4,1,3,1,9,7,1,4,2,41.2,0.505,1.211,1.716,0.257,0.898,1.155,1.595,2.127,3.722,0.208,0.500,0.708,92,5.4,16,40,0,0,0.00
Matias Maccelli,23,1,23,4,13,17,4,7,947,829,114,3,4,0,0,0,0,9,4,0,0,0,13,4,0,0,0,23.5,0.661,2.148,2.809,0.755,1.698,2.453,0.000,5.469,5.469,0.174,0.565,0.739,41,9.8,6,7,0,1,0.00
Charlie McAvoy,26,0,20,3,14,17,33,-3,1473,1116,207,150,2,1,0,1,0,8,6,0,3,0,10,7,0,4,0,41.2,0.366,1.710,2.076,0.322,1.290,1.612,0.869,5.211,6.080,0.150,0.700,0.850,42,7.1,27,47,0,0,0.00
Ryan Strome,30,1,23,3,14,17,20,-2,1003,829,162,10,2,1,0,0,0,11,3,0,2,0,13,4,0,2,0,23.5,0.468,2.185,2.653,0.377,2.075,2.453,0.962,2.886,3.848,0.130,0.609,0.739,40,7.5,15,8,31,49,38.75
Gustav Nyquist,34,1,24,3,14,17,6,4,1016,789,172,53,1,2,0,1,0,9,5,0,0,0,10,7,0,1,0,41.2,0.443,2.066,2.509,0.190,1.710,1.900,1.735,4.336,6.071,0.125,0.583,0.708,55,5.5,12,10,5,5,50.00
Jonathan Marchessault,33,1,25,11,5,16,16,2,1055,813,242,0,7,4,0,1,0,4,1,0,1,1,11,5,0,2,1,31.3,1.501,0.682,2.183,1.239,0.708,1.948,2.378,0.594,2.972,0.440,0.200,0.640,77,14.3,24,9,1,4,20.00
Jared McCann,27,1,25,11,5,16,15,-10,1024,787,147,89,7,4,0,2,1,4,1,0,1,1,11,5,0,3,2,31.3,1.547,0.703,2.250,1.280,0.731,2.011,3.910,0.977,4.887,0.440,0.200,0.640,74,14.9,12,10,17,15,53.13
Daniel Sprong,26,1,23,6,10,16,8,7,804,685,118,0,6,0,0,0,0,6,4,0,1,0,12,4,0,1,0,25.0,1.167,1.946,3.113,1.370,1.370,2.739,0.000,5.271,5.271,0.261,0.435,0.696,59,10.2,8,3,4,0,100.00
Eeli Tolvanen,24,1,25,6,10,16,8,3,964,793,167,4,6,0,0,0,0,6,4,0,2,0,12,4,0,2,0,25.0,0.896,1.493,2.389,1.090,1.090,2.179,0.000,3.443,3.443,0.240,0.400,0.640,55,10.9,52,33,6,10,37.50
Mathieu Joseph,26,1,19,5,11,16,18,11,1018,809,73,135,5,0,0,2,0,10,0,1,1,0,15,0,1,3,0,0.0,0.930,2.047,2.978,1.171,2.342,3.512,0.000,0.000,0.000,0.263,0.579,0.842,33,15.2,16,11,10,14,41.67
Dougie Hamilton,30,0,20,5,11,16,20,-8,1258,1143,100,13,1,4,0,0,0,7,4,0,0,0,8,8,0,0,0,50.0,0.715,1.573,2.288,0.157,1.102,1.259,7.136,7.136,14.272,0.250,0.550,0.800,61,8.2,11,24,0,0,0.00
Sean Couturier,31,1,22,5,11,16,8,4,1167,886,200,81,4,1,0,1,1,7,3,1,2,0,11,4,1,3,1,25.0,0.701,1.542,2.243,0.739,1.293,2.031,0.817,2.452,3.269,0.227,0.500,0.727,59,8.5,5,12,211,223,48.62
James van Riemsdyk,34,1,23,5,11,16,6,3,848,666,181,0,2,3,0,2,0,7,4,0,2,0,9,7,0,4,0,43.8,0.923,2.030,2.952,0.470,1.644,2.113,2.587,3.449,6.036,0.217,0.478,0.696,47,10.6,5,5,3,3,50.00
Evan Rodrigues,30,1,24,4,12,16,10,10,1016,861,151,3,4,0,0,0,0,9,3,0,3,1,13,3,0,3,1,18.8,0.590,1.770,2.360,0.697,1.567,2.264,0.000,2.969,2.969,0.167,0.500,0.667,63,6.4,23,9,5,11,31.25
Morgan Rielly,29,0,22,3,13,16,0,3,1510,1320,124,66,2,1,0,0,0,10,3,0,5,2,12,4,0,5,2,25.0,0.325,1.408,1.733,0.248,1.240,1.487,1.317,3.952,5.269,0.136,0.591,0.727,47,6.4,21,47,0,0,0.00
Moritz Seider,22,0,23,3,13,16,22,4,1353,975,194,183,1,2,0,0,0,5,8,0,1,0,6,10,0,1,0,62.5,0.347,1.503,1.850,0.160,0.802,0.963,1.608,6.430,8.038,0.130,0.565,0.696,42,7.1,46,54,0,0,0.00
Travis Sanheim,27,0,24,2,14,16,18,-14,1556,1185,184,186,2,0,0,1,0,9,4,1,0,0,11,4,1,1,0,25.0,0.193,1.349,1.542,0.253,1.139,1.392,0.000,3.248,3.248,0.083,0.583,0.667,49,4.1,19,45,0,0,0.00
Mikhail Sergachyov,25,0,25,2,14,16,16,-16,1399,1159,105,134,2,0,0,0,0,7,7,0,2,0,9,7,0,2,0,43.8,0.206,1.441,1.647,0.248,0.869,1.118,0.000,9.582,9.582,0.080,0.560,0.640,39,5.1,18,45,0,0,0.00
Lawson Crouse,26,1,22,10,5,15,10,5,994,755,108,130,8,2,0,1,0,4,1,0,0,0,12,3,0,1,0,20.0,1.646,0.823,2.469,1.732,0.866,2.599,3.021,1.511,4.532,0.455,0.227,0.682,52,19.2,40,15,11,24,31.43
Jaden Schwartz,31,1,23,8,7,15,8,-9,1035,875,159,1,3,5,0,0,0,4,3,0,0,0,7,8,0,0,0,53.3,1.209,1.058,2.267,0.536,0.715,1.252,4.919,2.952,7.871,0.348,0.304,0.652,52,15.4,17,11,51,32,61.45
Jesperi Kotkaniemi,23,1,23,8,7,15,14,-3,928,796,126,5,7,1,0,0,0,5,1,1,1,0,12,2,1,1,0,13.3,1.348,1.180,2.528,1.375,0.982,2.358,1.238,1.238,2.475,0.348,0.304,0.652,51,15.7,17,10,119,135,46.85
Alexis Lafrenière,22,1,23,8,7,15,6,0,1016,937,77,1,7,1,0,2,0,6,1,0,2,0,13,2,0,4,0,13.3,1.232,1.078,2.310,1.169,1.002,2.171,2.018,2.018,4.036,0.348,0.304,0.652,55,14.6,13,5,9,19,32.14
Owen Tippett,24,1,24,8,7,15,0,-2,923,770,151,0,7,1,0,0,0,6,1,0,1,0,13,2,0,1,0,13.3,1.300,1.137,2.437,1.362,1.168,2.530,0.989,0.989,1.979,0.333,0.292,0.625,82,9.8,28,14,12,13,48.00
Joel Farabee,23,1,24,8,7,15,6,4,889,777,102,9,8,0,0,0,0,6,1,0,1,0,14,1,0,1,0,6.7,1.349,1.181,2.530,1.543,1.157,2.700,0.000,1.463,1.463,0.333,0.292,0.625,53,15.1,10,14,8,8,50.00
Mason Marchment,28,1,22,7,8,15,30,9,848,781,66,0,6,1,0,1,0,8,0,0,1,0,14,1,0,2,0,6.7,1.350,1.543,2.894,1.256,1.675,2.931,2.476,0.000,2.476,0.318,0.364,0.682,44,15.9,18,6,1,2,33.33
Mason Appleton,27,1,23,6,9,15,12,9,993,865,8,119,5,0,1,1,0,8,0,1,2,0,13,0,2,3,0,0.0,0.945,1.418,2.363,0.904,1.447,2.352,0.000,0.000,0.000,0.261,0.391,0.652,35,17.1,22,14,1,2,33.33
Michael Bunting,28,1,22,5,10,15,33,1,908,741,166,0,2,3,0,0,0,8,2,0,1,0,10,5,0,1,0,33.3,0.900,1.801,2.701,0.441,1.764,2.206,2.955,1.970,4.925,0.227,0.455,0.682,33,15.2,5,5,4,7,36.36
Nick Bjugstad,31,1,23,5,10,15,24,6,1037,781,112,143,4,1,0,1,1,8,2,0,1,0,12,3,0,2,1,20.0,0.755,1.509,2.264,0.802,1.603,2.405,1.396,2.792,4.188,0.217,0.435,0.652,39,12.8,27,16,208,196,51.49
Nazem Kadri,33,1,24,5,10,15,15,-9,1113,898,208,6,4,1,0,1,1,8,2,0,2,0,12,3,0,3,1,20.0,0.673,1.347,2.020,0.667,1.335,2.002,0.718,1.437,2.155,0.208,0.417,0.625,69,7.3,20,3,149,154,49.17
Andrei Kuzmenko,27,1,22,4,11,15,2,3,921,682,239,0,3,1,0,1,0,7,4,0,1,0,10,5,0,2,0,33.3,0.710,1.953,2.664,0.719,1.679,2.398,0.684,2.737,3.421,0.182,0.500,0.682,34,11.8,2,5,0,0,0.00
Brady Skjei,29,0,23,4,11,15,10,7,1266,1116,12,137,3,0,1,1,0,9,1,1,2,2,12,1,2,3,2,6.7,0.494,1.359,1.854,0.421,1.262,1.682,0.000,12.632,12.632,0.174,0.478,0.652,45,8.9,11,28,0,0,0.00
Jordan Kyrou,25,1,23,4,11,15,4,-6,1092,916,176,0,4,0,0,0,0,7,4,0,2,0,11,4,0,2,0,26.7,0.573,1.576,2.149,0.683,1.196,1.880,0.000,3.551,3.551,0.174,0.478,0.652,78,5.1,12,12,2,4,33.33
Jonathan Huberdeau,30,1,24,4,11,15,6,-11,1051,853,196,2,3,1,0,0,0,9,2,0,3,2,12,3,0,3,2,20.0,0.570,1.569,2.139,0.528,1.583,2.110,0.764,1.527,2.291,0.167,0.458,0.625,41,9.8,12,11,2,0,100.00
Adam Fox,25,0,13,3,12,15,6,0,1262,976,197,88,0,3,0,1,0,4,8,0,4,0,4,11,0,5,0,73.3,0.658,2.632,3.290,0.000,1.134,1.134,4.207,11.219,15.427,0.231,0.923,1.154,20,15.0,4,16,0,0,0.00
Erik Gustafsson,31,0,23,3,12,15,10,5,1118,973,123,21,3,0,0,0,0,6,6,0,0,0,9,6,0,0,0,40.0,0.420,1.679,2.098,0.482,0.964,1.447,0.000,7.582,7.582,0.130,0.522,0.652,35,8.6,15,25,0,0,0.00
Ivan Provorov,26,0,26,2,13,15,2,-4,1380,1061,128,191,2,0,0,0,0,8,5,0,2,0,10,5,0,2,0,33.3,0.201,1.304,1.504,0.261,1.044,1.305,0.000,5.409,5.409,0.077,0.500,0.577,35,5.7,19,54,0,0,0.00
Michael Carcone,27,1,22,11,3,14,10,4,660,619,34,7,10,1,0,1,0,3,0,0,0,0,13,1,0,1,0,7.1,2.723,0.743,3.466,2.641,0.792,3.433,4.800,0.000,4.800,0.500,0.136,0.636,33,33.3,14,8,0,0,0.00
Ilya Mikheyev,29,1,21,8,6,14,2,3,849,757,67,24,8,0,0,0,0,6,0,0,1,0,14,0,0,1,0,0.0,1.614,1.210,2.824,1.811,1.358,3.169,0.000,0.000,0.000,0.381,0.286,0.667,46,17.4,10,3,5,6,45.45
Marco Rossi,22,1,22,8,6,14,10,5,970,822,128,19,7,1,0,1,0,6,0,0,0,0,13,1,0,1,0,7.1,1.350,1.012,2.362,1.393,1.194,2.587,1.276,0.000,1.276,0.364,0.273,0.636,45,17.8,3,10,79,115,40.72
Brayden Schenn,32,1,23,8,6,14,13,-10,1047,858,171,18,6,2,0,1,0,4,2,0,0,0,10,4,0,1,0,28.6,1.195,0.896,2.092,1.094,0.729,1.824,1.827,1.827,3.654,0.348,0.261,0.609,47,17.0,47,12,143,142,50.18
Cam Atkinson,34,1,24,8,6,14,4,-9,1055,750,184,120,8,0,0,2,0,3,3,0,1,0,11,3,0,3,0,21.4,1.137,0.853,1.990,1.599,0.600,2.198,0.000,2.441,2.441,0.333,0.250,0.583,76,10.5,4,15,4,0,100.00
Drake Batherson,25,1,19,7,7,14,18,-5,1055,828,224,1,5,2,0,1,0,3,4,0,2,1,8,6,0,3,1,42.9,1.257,1.257,2.513,1.143,0.686,1.829,1.685,3.371,5.056,0.368,0.368,0.737,48,14.6,22,8,10,13,43.48
Nino Niederreiter,31,1,23,6,8,14,8,9,917,790,125,1,5,1,0,1,0,8,0,0,1,0,13,1,0,2,0,7.1,1.023,1.365,2.388,0.990,1.585,2.575,1.247,0.000,1.247,0.261,0.348,0.609,61,9.8,27,16,10,7,58.82
Kyle Palmieri,32,1,23,6,8,14,6,-5,1063,880,152,31,3,3,0,1,0,3,5,0,2,0,6,8,0,3,0,57.1,0.883,1.177,2.061,0.533,0.533,1.067,3.084,5.140,8.224,0.261,0.348,0.609,52,11.5,15,12,4,5,44.44
Alexander Ovechkin,38,1,21,5,9,14,6,-2,1174,880,294,0,4,1,0,0,0,6,3,0,3,0,10,4,0,3,0,28.6,0.730,1.313,2.043,0.779,1.169,1.948,0.582,1.746,2.329,0.238,0.429,0.667,78,6.4,43,6,0,2,0.00
Andrew Mangiapane,27,1,23,5,9,14,27,0,943,796,100,46,4,1,0,0,0,9,0,0,2,0,13,1,0,2,0,7.1,0.829,1.493,2.322,0.786,1.768,2.554,1.558,0.000,1.558,0.217,0.391,0.609,35,14.3,26,8,0,1,0.00
Mike Amadio,27,1,25,4,10,14,4,12,748,712,32,3,3,1,0,0,0,8,2,0,2,0,11,3,0,2,0,21.4,0.770,1.925,2.695,0.606,1.617,2.223,4.500,9.000,13.500,0.160,0.400,0.560,39,10.3,7,11,28,26,51.85
Vladimir Tarasenko,32,1,19,3,11,14,8,6,957,796,159,0,3,0,0,0,0,8,3,0,3,0,11,3,0,3,0,21.4,0.594,2.177,2.771,0.713,1.902,2.615,0.000,3.554,3.554,0.158,0.579,0.737,35,8.6,21,7,3,2,60.00
Luke Hughes,20,0,22,3,11,14,8,-3,1194,1004,188,0,1,2,0,1,1,6,5,0,3,0,7,7,0,4,1,50.0,0.411,1.507,1.918,0.163,0.977,1.140,1.738,4.345,6.083,0.136,0.500,0.636,35,8.6,6,12,0,0,0.00
Jaccob Slavin,29,0,23,3,11,14,2,12,1269,1071,33,164,1,0,2,0,0,10,0,1,1,0,11,0,3,1,0,0.0,0.370,1.356,1.726,0.146,1.461,1.607,0.000,0.000,0.000,0.130,0.478,0.609,50,6.0,9,37,0,0,0.00
John Carlson,33,0,21,1,13,14,12,1,1552,1150,233,169,1,0,0,0,0,9,4,0,4,1,10,4,0,4,1,28.6,0.110,1.435,1.546,0.149,1.341,1.490,0.000,2.936,2.936,0.048,0.619,0.667,45,2.2,10,48,0,0,0.00
Miro Heiskanen,24,0,22,1,13,14,4,-3,1509,1238,181,89,1,0,0,1,0,7,6,0,0,0,8,6,0,1,0,42.9,0.108,1.409,1.517,0.132,0.925,1.057,0.000,5.415,5.415,0.045,0.591,0.636,43,2.3,17,39,0,0,0.00
Tom Wilson,29,1,21,8,5,13,45,-5,1092,872,117,102,5,2,1,2,0,4,1,0,1,0,9,3,1,3,0,23.1,1.256,0.785,2.040,0.982,0.786,1.768,2.923,1.462,4.385,0.381,0.238,0.619,62,12.9,59,13,5,12,29.41
Alex Newhook,22,1,23,7,6,13,8,-5,994,850,143,1,7,0,0,1,0,3,3,0,0,0,10,3,0,1,0,23.1,1.102,0.945,2.046,1.289,0.552,1.841,0.000,3.283,3.283,0.304,0.261,0.565,31,22.6,16,8,46,73,38.66
Kirill Marchenko,23,1,24,7,6,13,6,4,978,802,175,0,5,2,0,0,0,6,0,0,0,0,11,2,0,0,0,15.4,1.073,0.920,1.993,0.934,1.121,2.056,1.712,0.000,1.712,0.292,0.250,0.542,64,10.9,9,18,3,15,16.67
Reilly Smith,32,1,23,6,7,13,2,0,979,828,106,44,5,1,0,1,0,4,3,0,0,0,9,4,0,1,0,30.8,0.958,1.118,2.077,0.944,0.755,1.700,1.466,4.397,5.863,0.261,0.304,0.565,46,13.0,10,5,1,1,50.00
Stefan Noesen,30,1,23,6,7,13,10,6,694,579,112,2,5,1,0,0,0,5,2,0,0,0,10,3,0,0,0,23.1,1.353,1.578,2.931,1.351,1.351,2.702,1.389,2.779,4.168,0.261,0.304,0.565,32,18.8,24,3,11,25,30.56
Sean Monahan,29,1,24,6,7,13,10,-7,1092,770,240,82,1,3,2,1,0,4,3,0,0,0,5,6,2,1,0,46.2,0.824,0.961,1.784,0.195,0.779,0.974,1.875,1.875,3.749,0.250,0.292,0.542,52,11.5,6,10,211,159,57.03
Mackenzie Weegar,29,0,24,6,7,13,18,-1,1311,1114,76,120,5,1,0,1,1,4,3,0,0,0,9,4,0,1,1,30.8,0.686,0.801,1.487,0.673,0.539,1.212,1.961,5.882,7.843,0.250,0.292,0.542,62,9.7,36,54,0,0,0.00
Blake Coleman,32,1,24,6,7,13,26,6,951,856,4,91,6,0,0,1,0,7,0,0,1,0,13,0,0,2,0,0.0,0.946,1.103,2.049,1.051,1.226,2.277,0.000,0.000,0.000,0.250,0.292,0.542,57,10.5,23,18,10,13,43.48
Troy Terry,26,1,24,5,8,13,8,-6,1093,908,178,6,3,2,0,1,1,6,2,0,0,0,9,4,0,1,1,30.8,0.686,1.097,1.783,0.495,0.991,1.486,1.680,1.680,3.360,0.208,0.333,0.542,58,8.6,2,8,1,1,50.00
Philipp Kurashev,24,1,17,4,9,13,6,-7,1109,925,140,44,3,1,0,1,1,8,1,0,2,1,11,2,0,3,2,15.4,0.763,1.718,2.481,0.686,1.831,2.517,1.511,1.511,3.023,0.235,0.529,0.765,32,12.5,7,12,10,10,50.00
Phillip Danault,30,1,21,4,9,13,4,4,1044,794,146,103,2,2,0,1,0,7,1,1,2,0,9,3,1,3,0,23.1,0.657,1.477,2.134,0.432,1.511,1.943,2.333,1.167,3.500,0.190,0.429,0.619,49,8.2,13,9,157,132,54.33
Adam Lowry,30,1,23,4,9,13,18,8,953,812,9,130,3,0,1,1,1,8,0,1,2,0,11,0,2,3,1,0.0,0.657,1.478,2.135,0.578,1.540,2.118,0.000,0.000,0.000,0.174,0.391,0.565,28,14.3,44,18,197,199,49.75
Alex Iafallo,30,1,23,4,9,13,2,-2,1050,845,194,10,2,2,0,0,0,6,2,1,1,0,8,4,1,1,0,30.8,0.596,1.341,1.937,0.370,1.111,1.481,1.614,1.614,3.227,0.174,0.391,0.565,45,8.9,6,14,3,7,30.00
Devon Toews,29,0,24,4,9,13,6,10,1437,1115,119,201,4,0,0,0,0,6,2,1,4,0,10,2,1,4,0,15.4,0.418,0.939,1.357,0.538,0.807,1.344,0.000,2.503,2.503,0.167,0.375,0.542,40,10.0,17,29,0,0,0.00
Luke Evangelista,21,1,23,3,10,13,2,0,858,688,169,0,3,0,0,0,0,7,3,0,2,1,10,3,0,2,1,23.1,0.547,1.823,2.370,0.682,1.591,2.273,0.000,2.764,2.764,0.130,0.435,0.565,39,7.7,6,11,0,2,0.00
Johnny Gaudreau,30,1,26,3,10,13,8,-4,1160,952,208,0,3,0,0,0,0,6,4,0,1,1,9,4,0,1,1,30.8,0.358,1.193,1.551,0.436,0.872,1.308,0.000,2.660,2.660,0.115,0.385,0.500,56,5.4,1,8,0,1,0.00
Kristopher Letang,36,0,23,2,11,13,14,10,1485,1241,74,169,2,0,0,0,0,11,0,0,2,0,13,0,0,2,0,0.0,0.211,1.159,1.369,0.252,1.386,1.638,0.000,0.000,0.000,0.087,0.478,0.565,47,4.3,31,41,0,0,0.00
Logan Cooley,19,1,23,2,11,13,6,-7,993,789,195,8,1,1,0,0,0,3,8,0,3,0,4,9,0,3,0,69.2,0.315,1.732,2.047,0.198,0.594,0.793,0.801,6.406,7.206,0.087,0.478,0.565,36,5.6,5,11,88,108,44.90
Pavel Mintyukov,20,0,24,1,12,13,8,-4,1143,944,170,29,1,0,0,0,0,8,4,0,0,0,9,4,0,0,0,30.8,0.131,1.574,1.705,0.159,1.271,1.430,0.000,3.524,3.524,0.042,0.500,0.542,41,2.4,37,26,0,0,0.00
Leo Carlsson,19,1,16,7,5,12,4,-1,1093,909,179,4,5,2,0,0,0,2,3,0,1,1,7,5,0,1,1,41.7,1.441,1.029,2.470,1.237,0.495,1.732,2.510,3.764,6.274,0.438,0.313,0.750,35,20.0,12,6,49,110,30.82
David Perron,35,1,23,7,5,12,16,-2,897,658,238,0,3,4,0,2,0,2,3,0,1,0,5,7,0,3,0,58.3,1.221,0.872,2.093,0.713,0.475,1.189,2.623,1.968,4.591,0.304,0.217,0.522,46,15.2,17,8,6,7,46.15
Jason Dickinson,28,1,23,7,5,12,25,2,888,738,13,136,7,0,0,1,0,5,0,0,1,0,12,0,0,2,0,0.0,1.234,0.881,2.115,1.484,1.060,2.545,0.000,0.000,0.000,0.304,0.217,0.522,33,21.2,35,24,131,154,45.96
Colton Sissons,30,1,24,7,5,12,16,-3,985,763,104,116,4,0,3,1,0,4,1,0,1,0,8,1,3,2,0,8.3,1.066,0.761,1.827,0.786,0.786,1.571,0.000,1.433,1.433,0.292,0.208,0.500,40,17.5,34,11,172,160,51.81
Ross Colton,27,1,24,7,5,12,33,2,782,683,80,19,6,1,0,1,0,5,0,0,1,0,11,1,0,2,0,8.3,1.342,0.958,2.300,1.317,1.097,2.414,1.872,0.000,1.872,0.292,0.208,0.500,54,13.0,34,13,111,114,49.33
Thomas Novak,26,1,14,6,6,12,6,0,961,771,188,2,2,4,0,1,0,4,2,0,2,1,6,6,0,3,1,50.0,1.604,1.604,3.209,0.667,1.334,2.001,5.455,2.727,8.182,0.429,0.429,0.857,26,23.1,1,4,52,59,46.85
Tage Thompson,26,1,16,6,6,12,6,-5,1116,767,188,160,3,1,2,1,0,4,2,0,2,0,7,3,2,3,0,25.0,1.209,1.209,2.418,0.879,1.173,2.052,1.192,2.384,3.576,0.375,0.375,0.750,52,11.5,8,10,98,132,42.61
Erik Haula,32,1,18,6,6,12,14,0,960,755,68,136,4,1,1,2,0,3,2,1,0,0,7,3,2,2,0,25.0,1.250,1.250,2.499,1.059,0.794,1.853,2.939,5.878,8.816,0.333,0.333,0.667,35,17.1,18,10,118,103,53.39
Nikolaj Ehlers,27,1,23,6,6,12,15,0,930,792,138,0,6,0,0,1,0,4,2,0,1,0,10,2,0,2,0,16.7,1.009,1.009,2.018,1.185,0.790,1.976,0.000,2.260,2.260,0.261,0.261,0.522,58,10.3,6,4,0,4,0.00
Oliver Ekman-Larsson,32,0,24,6,6,12,16,-1,1285,980,194,110,5,1,0,2,0,2,4,0,2,0,7,5,0,4,0,41.7,0.700,0.700,1.400,0.765,0.306,1.071,0.772,3.087,3.859,0.250,0.250,0.500,42,14.3,17,36,0,0,0.00
Sam Lafferty,28,1,25,6,6,12,22,13,772,707,10,55,5,0,1,2,0,6,0,0,0,0,11,0,1,2,0,0.0,1.118,1.118,2.237,1.018,1.222,2.240,0.000,0.000,0.000,0.240,0.240,0.480,30,20.0,31,12,62,103,37.58
Jakob Chychrun,25,0,19,5,7,12,12,1,1431,1212,189,30,4,1,0,0,0,2,5,0,3,0,6,6,0,3,0,50.0,0.662,0.926,1.588,0.625,0.313,0.938,1.000,4.999,5.998,0.263,0.368,0.632,48,10.4,8,32,0,0,0.00
Dmitry Voronkov,23,1,20,5,7,12,21,4,765,654,110,0,5,0,0,0,0,6,1,0,0,0,11,1,0,0,0,8.3,1.176,1.646,2.822,1.374,1.649,3.024,0.000,1.627,1.627,0.250,0.350,0.600,24,20.8,18,10,20,24,45.45
Jake Walman,27,0,21,5,7,12,18,10,1223,957,104,161,4,1,0,2,1,3,3,1,1,0,7,4,1,3,1,33.3,0.700,0.980,1.681,0.716,0.537,1.253,1.634,4.902,6.537,0.238,0.333,0.571,39,12.8,5,62,0,0,0.00
Calle Järnkrok,32,1,22,5,7,12,8,8,932,765,67,99,5,0,0,2,1,6,1,0,1,0,11,1,0,3,1,8.3,0.878,1.229,2.106,1.069,1.282,2.351,0.000,2.429,2.429,0.227,0.318,0.545,38,13.2,14,8,19,22,46.34
Brent Burns,38,0,23,5,7,12,6,8,1295,1009,148,137,3,1,1,0,0,3,4,0,3,0,6,5,1,3,0,41.7,0.604,0.846,1.450,0.465,0.465,0.930,1.057,4.228,5.285,0.217,0.304,0.522,58,8.6,6,24,0,0,0.00
Sean Durzi,25,0,23,5,7,12,29,10,1410,1144,217,49,2,3,0,1,0,4,3,0,2,0,6,6,0,3,0,50.0,0.555,0.777,1.331,0.274,0.547,0.821,2.161,2.161,4.322,0.217,0.304,0.522,42,11.9,9,50,0,0,0.00
Mikael Backlund,34,1,24,5,7,12,6,5,1145,891,108,145,4,1,0,1,0,6,0,1,1,1,10,1,1,2,1,8.3,0.655,0.917,1.572,0.673,1.009,1.682,1.385,0.000,1.385,0.208,0.292,0.500,60,8.3,15,11,205,206,49.88
Noah Hanifin,26,0,24,5,7,12,2,3,1373,1114,137,120,4,1,0,1,0,4,3,0,0,0,8,4,0,1,0,33.3,0.546,0.764,1.311,0.538,0.538,1.076,1.087,3.262,4.349,0.208,0.292,0.500,43,11.6,14,33,0,0,0.00
Jake Sanderson,21,0,19,4,8,12,9,-1,1423,1022,208,192,2,2,0,1,0,7,1,0,1,1,9,3,0,2,1,25.0,0.532,1.064,1.597,0.370,1.297,1.667,1.815,0.907,2.722,0.211,0.421,0.632,34,11.8,10,40,0,0,0.00
Matthew Beniers,21,1,25,4,8,12,8,-16,1110,918,171,20,2,2,0,1,0,5,3,0,0,0,7,5,0,1,0,41.7,0.519,1.038,1.557,0.314,0.784,1.098,1.680,2.520,4.201,0.160,0.320,0.480,45,8.9,14,10,165,199,45.33
Rasmus Andersson,27,0,20,3,9,12,19,-1,1444,1157,179,107,2,0,1,1,1,6,3,0,1,0,8,3,1,2,1,25.0,0.374,1.122,1.495,0.311,0.933,1.244,0.000,3.011,3.011,0.150,0.450,0.600,47,6.4,11,43,0,0,0.00
Jordan Eberle,33,1,22,3,9,12,9,-5,1055,887,168,0,3,0,0,1,1,6,3,0,1,0,9,3,0,2,1,25.0,0.465,1.395,1.860,0.553,1.107,1.660,0.000,2.914,2.914,0.136,0.409,0.545,48,6.3,6,5,9,14,39.13
Pierre Engvall,27,1,22,3,9,12,10,1,889,814,74,0,2,1,0,0,0,8,1,0,2,0,10,2,0,2,0,16.7,0.552,1.655,2.206,0.402,1.607,2.008,2.192,2.192,4.385,0.136,0.409,0.545,26,11.5,4,3,8,4,66.67
Alexander Kerfoot,29,1,22,2,10,12,4,1,980,734,57,188,2,0,0,0,0,8,2,0,2,0,10,2,0,2,0,16.7,0.334,1.670,2.004,0.445,1.782,2.227,0.000,5.723,5.723,0.091,0.455,0.545,32,6.3,12,9,76,86,46.91
